code_parametre;cas;ppp_usage;ppp_usages_typiques;statut_ue;date_expiration;autorisation_france;mentions;pnec_ugl;mentions_danger
5580;40642-40-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2037-08-30;Oui;biocontrôle;;H315 H317 H319 H336 H411
1487;542-75-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;En attente d'évaluation;;;;;
1598;571-58-4;régulateur de croissance;Pomme de terre, Trt Prod. Réc., Limit. Destruct. Germes;Approuvée;2027-11-30;Oui;;5.4;H302 H304 H319 H400 H412
5570;3100-04-7;régulateur de croissance;"Kiwi, Trt Prod. Réc., Act. Qual. Fruits; Fruits à pépins, Trt Part.Aer., Act. Qual. Fruits; Fruits à pépins, Trt Prod. Réc., Act. Qual. Fruits; Fruits à pépins, Trt Prod. Réc., Echaudure; Prunier, Trt Prod. Réc., Act. Qual. Fruits; Tomate - Aubergine, Trt Prod. Réc., Act. Qual. Fruits; Cucurbitacées à peau non comestible, Trt Prod. Réc., Act. Qual. Fruits; Pêcher - Abricotier, Trt Prod. Réc., Act. Qual. Fruits";Approuvée;2034-07-31;Oui;;7.76;H412
2781;90-43-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2027-11-15;Non;;;
1141;94-75-7;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2030-12-31;Oui;;34.6;H302 H317 H318 H335 H412
1142;94-82-6;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2032-10-31;Non;;;H302 H411
1212;94-74-6;herbicide;"Gazons de graminées, Désherbage; Avoine, Désherbage; Orge, Désherbage; Seigle, Désherbage; Blé, Désherbage; Graminées fourragères, Désherbage; Prairies, Désherbage; Lin, Désherbage";Approuvée;2026-08-15;Oui;;12.4;H302 H315 H318 H400 H410
1213;94-81-5;herbicide;"Graines protéagineuses, Désherbage; Avoine, Désherbage; Blé, Désherbage; Porte graine - Légumineuses fourragères, Désherbage; Légumineuses fourragères, Désherbage; Orge, Désherbage; Seigle, Désherbage; Haricots et Pois écossés frais, Désherbage";Approuvée;2026-08-15;Oui;;;H400 H410
5846;85-07-4;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Non approuvée;;;;;
5576;1214-39-7;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Approuvée;2026-07-15;Oui;biocontrôle;132.0;H302 H361d H400 H411
2007;71751-41-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2038-03-31;Oui;biocontrôle;0.0163;H300 H330 H361d H372 H400 H410
8047;57960-19-7;insecticide;"Fruits à pépins, Trt Part.Aer., Acariens et phytoptes; Tomate - Aubergine, Trt Part.Aer., Acariens; Porte graine - PPAMC, Florales et Potagères, Trt Part.Aer., Acariens; Agrumes, Trt Part.Aer., Acariens et phytoptes; Pêcher - Abricotier, Trt Part.Aer., Acariens et phytoptes; Cucurbitacées à peau comestible, Trt Part.Aer., Acariens";Approuvée;2026-11-15;Oui;;1.5;H317 H370 H373 H400 H410
5579;135410-20-7;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2033-02-28;Non;;0.2;H301 H361d H412
1903;34256-82-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
5581;135158-54-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;Non;;2.6;H315 H317 H319 H335 H400 H410
3151;64-19-7;herbicide;"Traitements généraux, Désherbage, Zones agricoles non cult.; JEVI, Désherb. total, Sites Indust. (1); JEVI, Désherbage, All. PJT, Cimet., Voies (1); Arbres et arbustes, Désherbage, Plantat. Pl. terre; Rosier, Désherbage, Pl. terre; Traitements généraux, Désherbage, Avt Mise Cult. (1); Traitements généraux, Désherbage, Cult. Installées (1); Traitements généraux, Désherbage, Zones Cult. Avt Plantat. (1)";Approuvée;2026-11-30;Oui;biocontrôle;189.0;H226 H314
5584;86-87-3;insecticide;"Fruits à pépins, Trt Part.Aer., Act. Chute Fruits; Fruits à pépins, Trt Part.Aer., Act. Nouaison; Arbres et arbustes, Trt Part.Aer., Régul. Croiss. Org. Aériens";Approuvée;2026-05-31;Oui;;560.0;H302 H318 H361d H411
5582;87-51-4;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Non approuvée;;;;;
5583;133-32-4;régulateur de croissance;"Cultures ornementales, Trt Plants Boutures, Act. Rhizogénèse; Plantes d'intérieur et balcons, Trt Plants Boutures, Act. Rhizogénèse";Approuvée;2026-03-15;Oui;biocontrôle;1120.0;H302 H361fd
3309;65-85-0;insecticide;Traitements généraux, Désinfection, Locx Struct. Matér. (POV...);Approuvée;2032-08-31;Oui;;1200.0;H315 H318 H372
7931;64-18-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
5640;77-06-5;régulateur de croissance;"Cerisier, Trt Part.Aer., Act. Qual. Fruits; Vigne, Trt Part.Aer., Régul. Croiss. Org. Aériens; Artichaut, Trt Plants, Act. Floraison; Fruits à pépins, Trt Part.Aer., Act. Nouaison; Porte graine, Trt Part.Aer., Act. Croiss. Florais.; Bananier, Trt Prod. Réc., Act. Qual. Fruits; Agrumes, Trt Part.Aer., Act. Nouaison; Agrumes, Trt Part.Aer., Act. Qual. Fruits";Approuvée;2026-10-31;Oui;biocontrôle;;Sans classement
7725;112-05-0;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-12-01;Non;biocontrôle;41.0;H315 H319 H412
2998;112-80-1;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";Non approuvée;2024-08-31;;;50.0;H314 H412
5878;7664-38-2;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;;;
3152;79-09-4;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;;;
1688;74070-46-5;herbicide;"Graines protéagineuses, Désherbage; Tournesol, Désherbage; Pomme de terre, Désherbage; Haricots et Pois écossés frais, Désherbage; Légumineuses potagères (sèches), Désherbage; Céleri-branche, Désherbage; Carotte, Désherbage; Cultures légumières, Désherbage";Approuvée;2026-10-31;Oui;candidat à la substitution;0.5;H317 H351 H400 H410
1310;101007-06-1;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2021-12-31;;;;
1745;64-17-5;bactericide;Lutte contre les bactéries (traitements des cultures ou des stockages).;Non approuvée;;;;;
2585;67-63-0;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";Non approuvée;;;;;
5587;86-86-2;insecticide;Fruits à pépins, Trt Part.Aer., Act. Nouaison;Approuvée;2026-05-31;Oui;;;H302 H318 H361d
6553;15879-93-3;rodenticide;Lutte contre les rongeurs (bâtiments agricoles, stockages, etc.).;Non approuvée;;;;;
1812;67375-30-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2021-06-07;;candidat à la substitution;;
7842;865318-97-4;fongicide;"Vigne, Trt Part.Aer., Mildiou(s); Pomme de terre, Trt Part.Aer., Mildiou(s); Tomate - Aubergine, Trt Part.Aer., Mildiou(s); Cucurbitacées à peau comestible, Trt Part.Aer., Mildiou(s); Cucurbitacées à peau non comestible, Trt Part.Aer., Mildiou(s); Laitue, Trt Part.Aer., Mildiou(s)";Approuvée;2028-05-31;Oui;;4.4;H410
2012;120923-37-7;herbicide;"Seigle, Désherbage; Blé, Désherbage; Graminées fourragères, Désherbage; Légumineuses fourragères, Désherbage; Lin, Désherbage; Avoine, Désherbage; Orge, Désherbage; PPAM - non alimentaires, Désherbage";Approuvée;2026-11-30;Oui;;0.92;H400 H410
5666;61791-26-2;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
7580;150114-71-9;herbicide;"Crucifères oléagineuses, Désherbage; Graminées fourragères, Désherbage; Prairies, Désherbage";Approuvée;2027-05-31;Oui;;10.0;H318 H400 H410
1105;61-82-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2016-06-30;;candidat à la substitution;;
8043;348635-87-0;fongicide;"Vigne, Trt Part.Aer., Mildiou(s); Pomme de terre, Trt Part.Aer., Mildiou(s)";Approuvée;2026-09-15;Oui;;0.368;H319 H351 H400 H410
2013;84-65-1;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";Non approuvée;;;;;
1844;124-65-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
"5592
1965";"2302-17-2
3337-71-1";herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
2015;35575-96-3;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
2937;120162-55-2;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2021-12-31;;;;
5593;41083-11-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1951;131860-33-8;fongicide;"Gazons de graminées, Trt Part.Aer., Dollar spot; Maïs, Trt Part.Aer., Maladies des taches foliaires; Porte graine - Betterave industrielle et fourragère, Trt Part.Aer., Maladies des; Riz, Trt Part.Aer., Maladies des feuilles, tiges et panicules; Orge, Trt Part.Aer., Rouille(s); Seigle, Trt Part.Aer., Rouille(s); Maïs, Trt Sol, Champignons (autres que pythiacées); Graines protéagineuses, Trt Part.Aer., Rouille(s)";Approuvée;2027-05-31;Oui;;3.3;H331 H400 H410
7522;113614-08-7;herbicide;"Orge, Désherbage; Seigle, Désherbage; Blé, Désherbage";Approuvée;2026-10-31;Oui;;0.455;H400 H410
7423;98243-83-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2027-09-30;Oui;;20.0;H411
1687;71626-11-4;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2020-10-05;;;;
1112;1861-40-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2023-02-12;;;0.13;H315 H317 H319 H351 H361d H400 H410
2924;82560-54-1;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
2074;98730-04-2;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;H317 H400 H410
5512;83055-99-6;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-08-15;Oui;;0.1275;H317 H411
1113;25057-89-0;herbicide;"Graines protéagineuses, Désherbage; Légumineuses fourragères, Désherbage; Haricots et Pois écossés frais, Désherbage; Haricots et pois non écossés frais, Désherbage; Fines Herbes, Désherbage; Oignon, Désherbage; Avoine, Désherbage; Blé, Désherbage";Approuvée;2027-10-31;Oui;;1200.0;H302 H317 H319 H361d
7460;177406-68-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2023-12-13;;;100.0;H317 H350 H361fd H411
9281;156963-66-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;En attente d'évaluation;;;;;
8042;1072957-71-1;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-08-02;Oui;candidat à la substitution;0.095;H301 H331 H400 H410
"1681
3209";"68359-37-5
1820573-27-0";insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
5545;149877-41-8;insecticide;"Cucurbitacées à peau comestible, Trt Part.Aer., Acariens; Cultures florales et plantes vertes, Trt Part.Aer., Acariens, phytoptes et tarso; Fraisier, Trt Part.Aer., Acariens; Poivron, Trt Part.Aer., Acariens; Rosier, Trt Part.Aer., Acariens; Tomate - Aubergine, Trt Part.Aer., Acariens";Approuvée;2037-06-30;Oui;;4.2;H317 H373 H400 H410
1119;42576-02-3;herbicide;"Orge, Désherbage; Blé, Désherbage; Avoine, Désherbage; Seigle, Désherbage; Crucifères oléagineuses, Désherbage; Porte graine - Graminées fourragères et à gazons, Désherbage; Porte graine - Légumineuses fourragères, Désherbage; Porte graine, Désherbage";Approuvée;2027-03-31;Oui;;0.91;H302 H400 H410
1120;82657-04-3;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2019-07-31;;candidat à la substitution;;
1697;584-79-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1529;55179-31-2;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2013-08-29;;;;
7345;581809-46-3;fongicide;"Blé, Trt Part.Aer., Rouille(s); Orge, Trt Part.Aer., Rhynchosporiose; Orge, Trt Part.Aer., Rouille(s); Seigle, Trt Part.Aer., Rhynchosporiose; Seigle, Trt Part.Aer., Rouille(s); Avoine, Trt Part.Aer., Rouille couronnée; Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Blé, Trt Part.Aer., Septoriose(s)";Approuvée;2027-10-31;Oui;;0.46;H400 H410
5526;188425-85-6;fongicide;"Porte graine - Légumineuses fourragères, Trt Part.Aer., Maladies à sclérotes; Porte graine - PPAMC, Florales et Potagères, Trt Part.Aer., Maladies à sclérotes; Porte graine - PPAMC, Florales et Potagères, Trt Part.Aer., Phoma; Porte graine - Betterave industrielle et fourragère, Trt Part.Aer., Maladies des; Crucifères oléagineuses, Trt Part.Aer., Maladies fongiques des siliques; Crucifères oléagineuses, Trt Part.Aer., Phoma; Crucifères oléagineuses, Trt Part.Aer., Sclérotiniose; Haricots, Trt Part.Aer., Pourriture grise et sclérotinioses (1)";Approuvée;2026-04-15;Oui;;11.0;H411
5546;56073-10-0;rodenticide;Lutte contre les rongeurs (bâtiments agricoles, stockages, etc.).;Non approuvée;;;;;
1859;28772-56-7;rodenticide;Lutte contre les rongeurs (bâtiments agricoles, stockages, etc.).;Non approuvée;2021-05-31;;candidat à la substitution;;
1941;1689-99-2;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2020-09-17;;;;
1125;1689-84-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2020-09-17;;;;
1860;116255-48-2;fongicide;"Blé, Trt Part.Aer., Fusarioses; Blé, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Rouille(s); Blé, Trt Part.Aer., Septoriose(s); Porte graine - Maïs, Trt Part.Aer., Fusarioses";Approuvée;2027-04-30;Oui;candidat à la substitution;6.5;H302 H361d H400 H410
1530;74-83-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1861;41483-43-6;fongicide;"Cucurbitacées à peau comestible, Trt Part.Aer., Oïdium(s); Cassissier, Trt Part.Aer., Oïdium(s); Fraisier, Trt Part.Aer., Oïdium(s); Framboisier, Trt Part.Aer., Oïdium(s); Cucurbitacées à peau non comestible, Trt Part.Aer., Oïdium(s); Pêcher - Abricotier, Trt Part.Aer., Oïdium(s); Fruits à pépins, Trt Part.Aer., Oïdium(s); Rosier, Trt Part.Aer., Oïdium(s)";Approuvée;2027-01-31;Oui;;10.0;H317 H351 H410
1862;69327-76-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2026-12-15;Oui;;5.2;H400 H410
1709;51-03-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;;;;biocontrôle;;H319 H335 H400 H410
1126;33629-47-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1128;133-06-2;fongicide;"Pêcher - Abricotier, Trt Part.Aer., Cloque(s); Fruits à pépins, Trt Part.Aer., Tavelure(s); Fruits à pépins, Trt Part.Aer., Maladies précoces des fruits; Prunier, Trt Part.Aer., Cloque(s); Pêcher - Abricotier, Trt Part.Aer., Tavelure(s); Prunier, Trt Part.Aer., Tavelure(s); Pêcher - Abricotier, Trt Part.Aer., Moniliose(s); Fruits à pépins, Trt Part.Aer., Stemphyliose";Approuvée;2039-10-31;Oui;;7.45;H317 H318 H331 H351 H400
1463;63-25-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1129;10605-21-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2014-11-30;;candidat à la substitution;;
1333;16118-49-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2021-05-31;;;;
1130;1563-66-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1864;55285-14-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
2975;5234-68-4;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-05-31;;;;
2976;128639-02-1;herbicide;"Avoine, Désherbage; Orge, Désherbage; Seigle, Désherbage; Blé, Désherbage; Cultures fruitières, Désherbage, Cult. Installées; Fruits à noyau, Désherbage, Cult. Installées; Houblon, Désherbage; Olivier, Désherbage, Cult. Installées";Approuvée;2033-07-31;Oui;;;H400 H410
7500;500008-45-7;insecticide;"Fruits à pépins, Trt Part.Aer., Chenilles phytophages; Vigne, Trt Part.Aer., Tordeuses de la grappe; Tomate - Aubergine, Trt Part.Aer., Chenilles phytophages; Maïs, Trt Part.Aer., Chenilles phytophages; Prunier, Trt Part.Aer., Chenilles foreuses des fruits; Choux à inflorescence, Trt Part.Aer., Chenilles phytophages; Prunier, Trt Part.Aer., Chenilles phytophages; Pêcher - Abricotier, Trt Part.Aer., Chenilles foreuses des fruits";Approuvée;2027-05-31;Oui;;0.58;H400 H410
5551;7775-09-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;;;;;
5652;32289-58-0;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
1133;1698-60-8;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1134;24934-91-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
2097;999-81-5;régulateur de croissance;"Blé, Trt Part.Aer., Régul. Croiss. Org. Aériens; Avoine, Trt Part.Aer., Régul. Croiss. Org. Aériens; Seigle, Trt Part.Aer., Régul. Croiss. Org. Aériens; Porte graine - Graminées fourragères et à gazons, Trt Part.Aer., Régul. Croiss. ; Orge, Trt Part.Aer., Régul. Croiss. Org. Aériens";Approuvée;2027-02-28;Oui;;240.0;H302 H312
1684;3691-35-8;rodenticide;Lutte contre les rongeurs (bâtiments agricoles, stockages, etc.).;Non approuvée;;;;;
1473;1897-45-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2019-05-20;;;;
1136;15545-48-9;herbicide;"Orge, Désherbage; Blé, Désherbage; Porte graine - Légumineuses fourragères, Désherbage; Porte graine - Graminées fourragères et à gazons, Désherbage";Approuvée;2026-08-15;Oui;candidat à la substitution;2.4;H351 H361d H400 H410
1474;101-21-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2019-07-08;;;;
1083;2921-88-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2020-01-16;;;;
1540;5598-13-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2020-01-16;;;;
1353;64902-72-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2019-12-31;;;;
1867;2136-79-0;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1381;7553-56-2;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
2977;67-48-1;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Non approuvée;;;;;
7018;7647-14-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;;;;;
2938;142891-20-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
5556;130561-48-7;régulateur de croissance;Céréales à paille, Trt Part.Aer., Ag. chim. hybridation;Approuvée;2026-07-15;Oui;;460.0;H351 H411
2978;99129-21-2;herbicide;"Betterave industrielle et fourragère, Désherbage; Graines protéagineuses, Désherbage; Crucifères oléagineuses, Désherbage; Arachide, Désherbage; Betterave potagère, Désherbage; Carotte, Désherbage; Choux pommés, Désherbage; Fines Herbes, Désherbage";Approuvée;2026-08-31;Oui;;190.0;H302 H317 H412
2095;105512-06-9;herbicide;"Porte graine, Désherbage; Seigle, Désherbage; Blé, Désherbage";Approuvée;2027-07-31;Oui;;2.1;H302 H317 H373 H400 H410
1868;74115-24-5;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2023-11-11;;;;
2017;81777-89-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-09-30;Oui;;18.5;H302 H332 H400 H410
5558;57754-85-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2036-09-30;Oui;;;
1810;1702-17-6;herbicide;"Maïs, Désherbage; Betterave potagère, Désherbage; Forêt, Désherbage, Avt Plantation; Lin, Désherbage; Sorgho, Désherbage (1); Crucifères oléagineuses, Désherbage; Betterave industrielle et fourragère, Désherbage; Avoine, Désherbage";Approuvée;2036-09-30;Oui;;300.0;H318
2018;99607-70-2;herbicide;"Seigle, Désherbage; Blé, Désherbage; Porte graine, Désherbage";;;;;25.0;H317 H373 H400 H410
6389;210880-92-5;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2019-01-31;;;;
"1640
5275";"95-48-7
1319-77-3";fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;;;
1640;95-48-7;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
5561;20427-59-2;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2029-06-30;Non;candidat à la substitution;0.37;H302 H318 H330 H400 H410
5562;1332-65-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2029-06-30;Non;candidat à la substitution;0.37;H301 H332 H400 H410
